"","SITIO","LONG","LAT","VIA_SENTIDO","DATA","VMD"
"16314","01385381",-38.462016,-3.725794,"AV. CESAR CALS [N-S]","2021-05",5695
"16315","01385382",-38.556651,-3.717615,"AV. FRANCISCO SA [L-O]","2021-05",10849
"16316","01385383",-38.549359,-3.752246,"AV. JOAO PESSOA [N-S]","2021-05",917
"16317","01385384",-38.549595,-3.752597,"AV. JOAO PESSOA [S-N]","2021-05",15516
"16318","01385385",-38.538448,-3.790992,"AV. DR. SILAS MUNGUBA [L-O]","2021-05",14305
"16319","01385386",-38.538687,-3.790984,"AV. DR. SILAS MUNGUBA [O-L]","2021-05",10818
"16320","01385387",-38.556845,-3.717607,"AV. FRANCISCO SA [O-L]","2021-05",10035
"16321","01385400",-38.525177,-3.746105,"AV. AGUANAMBI [S-N]","2021-05",20309
"16322","01385401",-38.525338,-3.746167,"AV. AGUANAMBI [N-S]","2021-05",22181
"16323","01385406",-38.523401,-3.751266,"AV. AGUANAMBI [S-N]","2021-05",18064
"16324","01385407",-38.523628,-3.751301,"AV. AGUANAMBI [N-S]","2021-05",33491
"16325","01385409",-38.607351,-3.810087,"AV. GEN. OSORIO DE PAIVA [N-S]","2021-05",13024
"16326","01385413",-38.448492,-3.750762,"AV. DIOGUINHO [N-S]","2021-05",6355
"16327","01385414",-38.448427,-3.750734,"AV. DIOGUINHO [S-N]","2021-05",5492
"16328","01385415",-38.453388,-3.741638,"AV. DIOGUINHO [N-S]","2021-05",5529
"16329","01385416",-38.453313,-3.741603,"AV. DIOGUINHO [S-N]","2021-05",5227
"16330","01385419",-38.563283,-3.709892,"AV. PRES. CASTELO BRANCO [L-O]","2021-05",19056
"16331","01385420",-38.498529,-3.736187,"AV. SANTOS DUMONT [O-L]","2021-05",11364
"16332","01385422",-38.546774,-3.761178,"R. ALBERTO MAGNO [N-S]","2021-05",14216
"16333","01385423",-38.546725,-3.761176,"R. ALBERTO MAGNO [N-S]","2021-05",15
"16334","01385424",-38.498744,-3.736155,"AV. SANTOS DUMONT [O-L]","2021-05",1600
"16335","01385435",-38.598293,-3.800721,"AV. GEN. OSORIO DE PAIVA [N-S]","2021-05",7720
"16336","01385436",-38.598291,-3.801,"AV. GEN. OSORIO DE PAIVA [S-N]","2021-05",9233
"16337","01385439",-38.587023,-3.766074,"R. PROF. HERIBALDO COSTA [S-N]","2021-05",12845
"16338","01385446",-38.582774,-3.784284,"AV. AUGUSTO DOS ANJOS [N-S]","2021-05",7529
"16339","01385447",-38.583063,-3.7847,"AV. AUGUSTO DOS ANJOS [S-N]","2021-05",11587
"16340","AT007",-38.544827,-3.715037,"AV. PRES. CASTELO BRANCO [O-L]","2021-05",16166
"16341","AT009",-38.540095,-3.716938,"AV. PRES. CASTELO BRANCO [L-O]","2021-05",16402
"16342","AT015",-38.566565,-3.785408,"AV. GODOFREDO MACIEL [N-S]","2021-05",15304
"16343","AT037",-38.568336,-3.724721,"AV. DR. THEBERGE [N-S]","2021-05",15460
"16344","AT046",-38.593981,-3.796534,"AV. GEN. OSORIO DE PAIVA [S-N]","2021-05",9
"16345","AT077",-38.568388,-3.792774,"AV. GODOFREDO MACIEL [N-S]","2021-05",19479
"16346","AT078",-38.568083,-3.792658,"AV. GODOFREDO MACIEL [S-N]","2021-05",8492
"16347","AT087",-38.560894,-3.75726,"AV. AMERICO BARREIRA [L-O]","2021-05",16008
"16348","AT089",-38.573536,-3.808346,"AV. GODOFREDO MACIEL [S-N]","2021-05",18989
"16349","AT090",-38.591307,-3.757267,"AV. SEN. FERNANDES TAVORA [L-O]","2021-05",9874
"16350","AT092",-38.5471,-3.737874,"AV. JOVITA FEITOSA [L-O]","2021-05",15642
"16351","AT095",-38.544828,-3.715092,"AV. PRES. CASTELO BRANCO [O-L]","2021-05",12359
"16352","AT096",-38.540064,-3.716904,"AV. PRES. CASTELO BRANCO [L-O]","2021-05",12231
"16353","AT200",-38.561371,-3.747916,"AV. ENG. HUMBERTO MONTE [L-O]","2021-05",7692
"16354","AT208",-38.546516,-3.749166,"AV. JOAO PESSOA [S-N]","2021-05",14343
"16355","AT217",-38.559904,-3.74059,"AV. JOVITA FEITOSA [O-L]","2021-05",11917
"16356","AT233",-38.544203,-3.734519,"AV. JOSE JATAHY [S-N]","2021-05",12717
"16357","AT235",-38.581439,-3.70286,"AV. PRES. CASTELO BRANCO [L-O]","2021-05",14713
"16358","AT236",-38.582784,-3.702366,"AV. PRES. CASTELO BRANCO [O-L]","2021-05",15020
"16359","AT237",-38.552844,-3.739093,"AV. JOVITA FEITOSA [L-O]","2021-05",16547
"16360","AT238",-38.55356,-3.739296,"AV. JOVITA FEITOSA [O-L]","2021-05",13674
"16361","AT239",-38.532628,-3.795444,"AV. DR. SILAS MUNGUBA [L-O]","2021-05",16619
"16362","AT240",-38.566612,-3.817215,"AV. PRES. COSTA E SILVA [O-L]","2021-05",21362
"16363","AT241",-38.581619,-3.785279,"AV. GEN. OSORIO DE PAIVA [S-N]","2021-05",14885
"16364","AT242",-38.581698,-3.785148,"AV. GEN. OSORIO DE PAIVA [N-S]","2021-05",15186
"16365","AT500",-38.498193,-3.744971,"R. BENI DE CARVALHO [L-O]","2021-05",1122
"16366","AT501",-38.499248,-3.744626,"R. BENI DE CARVALHO [L-O]","2021-05",299
"16367","AT502",-38.500325,-3.74426,"R. BENI DE CARVALHO [L-O]","2021-05",798
"16368","AT503",-38.501535,-3.743869,"R. PADRE VALDEVINO [L-O]","2021-05",286
"16369","AT504",-38.502254,-3.743631,"R. PADRE VALDEVINO [L-O]","2021-05",496
"16370","AT505",-38.503149,-3.743421,"R. PADRE VALDEVINO [L-O]","2021-05",321
"16371","AT506",-38.504192,-3.743093,"R. PADRE VALDEVINO [L-O]","2021-05",596
"16372","AT909",-38.547137,-3.720801,"AV. FRANCISCO SA [O-L]","2021-05",306
"16373","AT915",-38.545859,-3.748361,"AV. JOAO PESSOA [N-S]","2021-05",778
"16374","FS001",-38.552155,-3.800794,"AV. BERNARDO MANUEL [N-S]","2021-05",14788
"16375","FS003",-38.549173,-3.791091,"AV. BERNARDO MANUEL [N-S]","2021-05",14722
"16376","FS033",-38.532836,-3.818065,"AV. JUSCELINO KUBITSCHEK [S-N]","2021-05",5661
"16377","FS063",-38.521031,-3.802721,"AV. ALBERTO CRAVEIRO [S-N]","2021-05",11885
"16378","FS069",-38.521161,-3.802603,"AV. ALBERTO CRAVEIRO [N-S]","2021-05",15635
"16379","FS082",-38.510398,-3.769813,"AV. GOV. RAUL BARBOSA [S-N]","2021-05",26736
"16380","FS086",-38.532391,-3.817195,"AV. JUSCELINO KUBITSCHEK [N-S]","2021-05",4014
"16381","FS109",-38.514202,-3.723923,"AV. MONSENHOR TABOSA [O-L]","2021-05",11503
"16382","FS116",-38.51868,-3.798141,"AV. ALBERTO CRAVEIRO [S-N]","2021-05",21912
"16383","FS119",-38.52688,-3.737993,"AV. DOMINGOS OLIMPIO [O-L]","2021-05",1366
"16384","FS120",-38.518832,-3.797908,"AV. ALBERTO CRAVEIRO [N-S]","2021-05",16903
"16385","FS121",-38.526881,-3.737819,"AV. DOMINGOS OLIMPIO [L-O]","2021-05",406
"16386","FS123",-38.541965,-3.733125,"AV. DOMINGOS OLIMPIO [O-L]","2021-05",374
"16387","FS124",-38.538167,-3.734494,"AV. DOMINGOS OLIMPIO [O-L]","2021-05",458
"16388","FS125",-38.534883,-3.735491,"AV. DOMINGOS OLIMPIO [O-L]","2021-05",919
"16389","FS126",-38.532901,-3.736101,"AV. DOMINGOS OLIMPIO [O-L]","2021-05",564
"16390","FS127",-38.529984,-3.737166,"AV. DOMINGOS OLIMPIO [O-L]","2021-05",1256
"16391","FS128",-38.528334,-3.737559,"AV. DOMINGOS OLIMPIO [O-L]","2021-05",2413
"16392","FS129",-38.539501,-3.733748,"AV. DOMINGOS OLIMPIO [L-O]","2021-05",132
"16393","FS130",-38.536239,-3.734919,"AV. DOMINGOS OLIMPIO [L-O]","2021-05",533
"16394","FS131",-38.533782,-3.735641,"AV. DOMINGOS OLIMPIO [L-O]","2021-05",1968
"16395","FS132",-38.531158,-3.736599,"AV. DOMINGOS OLIMPIO [L-O]","2021-05",1098
"16396","FS133",-38.529917,-3.737009,"AV. DOMINGOS OLIMPIO [L-O]","2021-05",877
"16397","FS134",-38.528244,-3.737419,"AV. DOMINGOS OLIMPIO [L-O]","2021-05",726
"16398","FS135",-38.489924,-3.749106,"AV. ENG. SANTANA JUNIOR [S-N]","2021-05",8895
"16399","FS141",-38.549438,-3.792392,"AV. BERNARDO MANUEL [S-N]","2021-05",12375
"16400","FS142",-38.532926,-3.795249,"AV. DR. SILAS MUNGUBA [O-L]","2021-05",9980
"16401","FS144",-38.560709,-3.819893,"AV. PRES. COSTA E SILVA [L-O]","2021-05",11426
"16402","FS145",-38.562657,-3.819108,"AV. PRES. COSTA E SILVA [O-L]","2021-05",6951
"16403","FS146",-38.57317,-3.806822,"AV. GODOFREDO MACIEL [N-S]","2021-05",9326
"16404","FS147",-38.510391,-3.769414,"AV. GOV. RAUL BARBOSA [N-S]","2021-05",18841
"16405","01385028",-38.61573,-3.818608,"AV. GEN. OSORIO DE PAIVA [N-S]","2021-06",8197
"16406","01385030",-38.57474,-3.811549,"AV. GODOFREDO MACIEL [N-S]","2021-06",24643
"16407","01385039",-38.560483,-3.716327,"AV. FRANCISCO SA [L-O]","2021-06",7943
"16408","01385040",-38.560716,-3.716298,"AV. FRANCISCO SA [O-L]","2021-06",6959
"16409","01385042",-38.558674,-3.711175,"AV. PRES. CASTELO BRANCO [L-O]","2021-06",17796
"16410","01385052",-38.560973,-3.735021,"AV. BEZERRA DE MENEZES [O-L]","2021-06",18518
"16411","01385053",-38.560486,-3.734759,"AV. BEZERRA DE MENEZES [L-O]","2021-06",16821
"16412","01385054",-38.548416,-3.732444,"AV. BEZERRA DE MENEZES [O-L]","2021-06",20328
"16413","01385069",-38.55548,-3.755081,"AV. JOSE BASTOS [S-N]","2021-06",18710
"16414","01385070",-38.555399,-3.754849,"AV. JOSE BASTOS [N-S]","2021-06",20289
"16415","01385096",-38.553585,-3.757064,"AV. JOAO PESSOA [S-N]","2021-06",18716
"16416","01385105",-38.564167,-3.760223,"AV. JOSE BASTOS [S-N]","2021-06",18948
"16417","01385124",-38.538968,-3.741061,"AV. 13 DE MAIO [L-O]","2021-06",15312
"16418","01385125",-38.539239,-3.741124,"AV. DA UNIVERSIDADE [S-N]","2021-06",16488
"16419","01385131",-38.564232,-3.735429,"AV. OLAVO BILAC [N-S]","2021-06",5521
"16420","01385134",-38.5848,-3.748486,"AV. CORONEL MATOS DOURADO [N-S]","2021-06",16751
"16421","01385153",-38.564686,-3.779666,"AV. GODOFREDO MACIEL [S-N]","2021-06",14264
"16422","01385162",-38.517673,-3.793571,"AV. ALBERTO CRAVEIRO [S-N]","2021-06",19210
"16423","01385163",-38.517806,-3.793152,"AV. ALBERTO CRAVEIRO [N-S]","2021-06",22167
"16424","01385169",-38.566742,-3.78746,"AV. GODOFREDO MACIEL [S-N]","2021-06",13800
"16425","01385178",-38.584662,-3.74848,"AV. CORONEL MATOS DOURADO [S-N]","2021-06",18313
"16426","01385183",-38.534894,-3.744532,"AV. 13 DE MAIO [L-O]","2021-06",17686
"16427","01385186",-38.536793,-3.750408,"AV. DOS EXPEDICIONARIOS [N-S]","2021-06",8431
"16428","01385188",-38.489318,-3.726329,"AV. DA ABOLICAO [L-O]","2021-06",22418
"16429","01385190",-38.539297,-3.82563,"AV. PRES. COSTA E SILVA [L-O]","2021-06",14506
"16430","01385191",-38.539704,-3.825677,"AV. PRES. COSTA E SILVA [O-L]","2021-06",24648
"16431","01385194",-38.517025,-3.753098,"AV. PONTES VIEIRA [L-O]","2021-06",15971
"16432","01385196",-38.53224,-3.719128,"AV. PRES. CASTELO BRANCO [L-O]","2021-06",29414
"16433","01385197",-38.532305,-3.719264,"AV. PRES. CASTELO BRANCO [O-L]","2021-06",29546
"16434","01385199",-38.520585,-3.727444,"R. COSTA BARROS [L-O]","2021-06",12946
"16435","01385200",-38.554858,-3.809822,"AV. BERNARDO MANUEL [N-S]","2021-06",16361
"16436","01385201",-38.536983,-3.724058,"R. GUILHERME ROCHA [L-O]","2021-06",3443
"16437","01385205",-38.584514,-3.732821,"R. DEMETRIO MENEZES [N-S]","2021-06",14203
"16438","01385206",-38.584355,-3.732983,"R. DEMETRIO MENEZES [S-N]","2021-06",16986
"16439","01385207",-38.534347,-3.735715,"AV. DA UNIVERSIDADE [S-N]","2021-06",13839
"16440","01385210",-38.571247,-3.800637,"AV. GODOFREDO MACIEL [N-S]","2021-06",19268
"16441","01385215",-38.560898,-3.769925,"AV. JOAO PESSOA [S-N]","2021-06",13252
"16442","01385216",-38.560848,-3.769646,"AV. JOAO PESSOA [N-S]","2021-06",12087
"16443","01385223",-38.576158,-3.776693,"AV. AUGUSTO DOS ANJOS [N-S]","2021-06",13634
"16444","01385224",-38.57624,-3.776856,"AV. AUGUSTO DOS ANJOS [S-N]","2021-06",12167
"16445","01385226",-38.573816,-3.81213,"AV. PRES. COSTA E SILVA [O-L]","2021-06",7780
"16446","01385227",-38.55143,-3.785855,"AV. DR. SILAS MUNGUBA [O-L]","2021-06",16860
"16447","01385228",-38.551204,-3.7858,"AV. DR. SILAS MUNGUBA [L-O]","2021-06",17533
"16448","01385230",-38.548109,-3.787492,"AV. DR. SILAS MUNGUBA [O-L]","2021-06",12999
"16449","01385231",-38.547791,-3.787607,"AV. DR. SILAS MUNGUBA [L-O]","2021-06",14119
"16450","01385241",-38.49348,-3.737728,"AV. SEN. VIRGILIO TAVORA [N-S]","2021-06",8838
"16451","01385244",-38.486929,-3.735896,"AV. JULIO ABREU [L-O]","2021-06",33064
"16452","01385261",-38.486384,-3.735816,"AV. JULIO ABREU [L-O]","2021-06",1098
"16453","01385262",-38.487645,-3.735865,"AV. JULIO ABREU [L-O]","2021-06",1937
"16454","01385264",-38.488919,-3.735922,"AV. DOM LUIS [L-O]","2021-06",4137
"16455","01385265",-38.48997,-3.735615,"AV. DOM LUIS [L-O]","2021-06",1556
"16456","01385266",-38.491024,-3.735272,"AV. DOM LUIS [L-O]","2021-06",1460
"16457","01385267",-38.491864,-3.735,"AV. DOM LUIS [L-O]","2021-06",3688
"16458","01385268",-38.492929,-3.73465,"AV. DOM LUIS [L-O]","2021-06",2771
"16459","01385269",-38.494023,-3.734294,"AV. DOM LUIS [L-O]","2021-06",1443
"16460","01385270",-38.494939,-3.733991,"AV. DOM LUIS [L-O]","2021-06",1275
"16461","01385271",-38.495974,-3.733667,"AV. DOM LUIS [L-O]","2021-06",1341
"16462","01385272",-38.496625,-3.733451,"AV. DOM LUIS [L-O]","2021-06",2100
"16463","01385274",-38.498914,-3.732732,"AV. DOM LUIS [L-O]","2021-06",1309
"16464","01385275",-38.499817,-3.732432,"AV. DOM LUIS [L-O]","2021-06",1970
"16465","01385276",-38.500791,-3.732118,"AV. DOM LUIS [L-O]","2021-06",3188
"16466","01385278",-38.524084,-3.738699,"AV. DOMINGOS OLIMPIO [O-L]","2021-06",1973
"16467","01385279",-38.522906,-3.738964,"AV. ANTONIO SALES [O-L]","2021-06",1488
"16468","01385280",-38.521941,-3.739377,"AV. ANTONIO SALES [O-L]","2021-06",1915
"16469","01385281",-38.520982,-3.739687,"AV. ANTONIO SALES [O-L]","2021-06",1325
"16470","01385282",-38.519853,-3.740053,"AV. ANTONIO SALES [O-L]","2021-06",2282
"16471","01385283",-38.51869,-3.740422,"AV. ANTONIO SALES [O-L]","2021-06",1367
"16472","01385284",-38.51768,-3.740739,"AV. ANTONIO SALES [O-L]","2021-06",1323
"16473","01385285",-38.516653,-3.741056,"AV. ANTONIO SALES [O-L]","2021-06",1926
"16474","01385286",-38.515458,-3.741431,"AV. ANTONIO SALES [O-L]","2021-06",1513
"16475","01385287",-38.514569,-3.741701,"AV. ANTONIO SALES [O-L]","2021-06",1337
"16476","01385288",-38.513511,-3.742046,"AV. ANTONIO SALES [O-L]","2021-06",1768
"16477","01385289",-38.512265,-3.742433,"AV. ANTONIO SALES [O-L]","2021-06",2723
"16478","01385290",-38.511274,-3.742736,"AV. ANTONIO SALES [O-L]","2021-06",1446
"16479","01385291",-38.509885,-3.743173,"AV. ANTONIO SALES [O-L]","2021-06",2050
"16480","01385293",-38.508084,-3.743731,"AV. ANTONIO SALES [O-L]","2021-06",1967
"16481","01385294",-38.506864,-3.744104,"AV. ANTONIO SALES [O-L]","2021-06",1840
"16482","01385295",-38.50588,-3.744415,"AV. ANTONIO SALES [O-L]","2021-06",1899
"16483","01385296",-38.504961,-3.744693,"AV. ANTONIO SALES [O-L]","2021-06",1379
"16484","01385297",-38.504103,-3.744953,"AV. ANTONIO SALES [O-L]","2021-06",2200
"16485","01385298",-38.503105,-3.745266,"AV. ANTONIO SALES [O-L]","2021-06",1384
"16486","01385299",-38.501998,-3.745609,"AV. ANTONIO SALES [O-L]","2021-06",2302
"16487","01385300",-38.501051,-3.745896,"AV. ANTONIO SALES [O-L]","2021-06",1638
"16488","01385301",-38.500101,-3.746194,"AV. ANTONIO SALES [O-L]","2021-06",1142
"16489","01385302",-38.499037,-3.746531,"AV. ANTONIO SALES [O-L]","2021-06",1337
"16490","01385303",-38.498261,-3.746774,"AV. ANTONIO SALES [O-L]","2021-06",1330
"16491","01385304",-38.497093,-3.747146,"AV. ANTONIO SALES [O-L]","2021-06",1375
"16492","01385305",-38.496091,-3.747451,"AV. ANTONIO SALES [O-L]","2021-06",1622
"16493","01385306",-38.494954,-3.747803,"AV. ANTONIO SALES [O-L]","2021-06",2060
"16494","01385309",-38.566393,-3.741886,"AV. JOVITA FEITOSA [L-O]","2021-06",3550
"16495","01385310",-38.507666,-3.801952,"AV. DEPUTADO PAULINO ROCHA [N-S]","2021-06",18766
"16496","01385311",-38.507536,-3.801976,"AV. DEPUTADO PAULINO ROCHA [S-N]","2021-06",18068
"16497","01385318",-38.536681,-3.750485,"AV. EDUARDO GIRAO [L-O]","2021-06",11927
"16498","01385322",-38.588632,-3.780617,"R. VERBENA [N-S]","2021-06",14286
"16499","01385323",-38.587373,-3.781825,"R. ANSELMO NOGUEIRA [S-N]","2021-06",15040
"16500","01385324",-38.547493,-3.732047,"AV. BEZERRA DE MENEZES [L-O]","2021-06",17781
"16501","01385327",-38.566303,-3.736121,"AV. BEZERRA DE MENEZES [O-L]","2021-06",21166
"16502","01385328",-38.566239,-3.735916,"AV. BEZERRA DE MENEZES [L-O]","2021-06",22159
"16503","01385332",-38.505251,-3.723625,"AV. HIST. RAIMUNDO GIRAO [L-O]","2021-06",24321
"16504","01385333",-38.509437,-3.721652,"AV. HIST. RAIMUNDO GIRAO [L-O]","2021-06",21103
"16505","01385334",-38.509774,-3.721552,"AV. HIST. RAIMUNDO GIRAO [O-L]","2021-06",8195
"16506","01385348",-38.58257,-3.753239,"AV. CORONEL MATOS DOURADO [S-N]","2021-06",17887
"16507","01385349",-38.564636,-3.779231,"AV. GODOFREDO MACIEL [N-S]","2021-06",4907
"16508","01385350",-38.441226,-3.765697,"AV. DIOGUINHO [N-S]","2021-06",7867
"16509","01385351",-38.441158,-3.76567,"AV. DIOGUINHO [S-N]","2021-06",6837
"16510","01385354",-38.571303,-3.801228,"AV. GODOFREDO MACIEL [S-N]","2021-06",18707
"16511","01385358",-38.532498,-3.732526,"R. GEN. SAMPAIO [S-N]","2021-06",2574
"16512","01385359",-38.532183,-3.731494,"R. GEN. SAMPAIO [S-N]","2021-06",1363
"16513","01385360",-38.531918,-3.730615,"R. GEN. SAMPAIO [S-N]","2021-06",1301
"16514","01385361",-38.531526,-3.729332,"R. GEN. SAMPAIO [S-N]","2021-06",1445
"16515","01385362",-38.531243,-3.728316,"R. GEN. SAMPAIO [S-N]","2021-06",1026
"16516","01385364",-38.572103,-3.712357,"AV. FRANCISCO SA [L-O]","2021-06",8086
"16517","01385365",-38.572443,-3.712287,"AV. FRANCISCO SA [O-L]","2021-06",7011
"16518","01385367",-38.558951,-3.7112,"AV. PRES. CASTELO BRANCO [O-L]","2021-06",16985
"16519","01385368",-38.568513,-3.708303,"AV. PRES. CASTELO BRANCO [L-O]","2021-06",17739
"16520","01385369",-38.568722,-3.708389,"AV. PRES. CASTELO BRANCO [O-L]","2021-06",15115
"16521","01385370",-38.574294,-3.706073,"AV. PRES. CASTELO BRANCO [L-O]","2021-06",14510
"16522","01385371",-38.574506,-3.70617,"AV. PRES. CASTELO BRANCO [O-L]","2021-06",12654
"16523","01385374",-38.585875,-3.700807,"AV. PRES. CASTELO BRANCO [L-O]","2021-06",13609
"16524","01385375",-38.585925,-3.700892,"AV. PRES. CASTELO BRANCO [O-L]","2021-06",13208
"16525","01385376",-38.551894,-3.732936,"AV. BEZERRA DE MENEZES [L-O]","2021-06",15017
"16526","01385377",-38.552601,-3.733275,"AV. BEZERRA DE MENEZES [O-L]","2021-06",16112
"16527","01385378",-38.550821,-3.79645,"AV. BERNARDO MANUEL [N-S]","2021-06",26140
"16528","01385379",-38.550885,-3.797042,"AV. BERNARDO MANUEL [S-N]","2021-06",17726
"16529","01385380",-38.461956,-3.725757,"AV. CESAR CALS [S-N]","2021-06",4875
"16530","01385381",-38.462016,-3.725794,"AV. CESAR CALS [N-S]","2021-06",6245
"16531","01385382",-38.556651,-3.717615,"AV. FRANCISCO SA [L-O]","2021-06",11190
"16532","01385383",-38.549359,-3.752246,"AV. JOAO PESSOA [N-S]","2021-06",933
"16533","01385384",-38.549595,-3.752597,"AV. JOAO PESSOA [S-N]","2021-06",16035
"16534","01385385",-38.538448,-3.790992,"AV. DR. SILAS MUNGUBA [L-O]","2021-06",16082
"16535","01385386",-38.538687,-3.790984,"AV. DR. SILAS MUNGUBA [O-L]","2021-06",11354
"16536","01385387",-38.556845,-3.717607,"AV. FRANCISCO SA [O-L]","2021-06",10242
"16537","01385400",-38.525177,-3.746105,"AV. AGUANAMBI [S-N]","2021-06",21374
"16538","01385401",-38.525338,-3.746167,"AV. AGUANAMBI [N-S]","2021-06",23480
"16539","01385406",-38.523401,-3.751266,"AV. AGUANAMBI [S-N]","2021-06",18646
"16540","01385407",-38.523628,-3.751301,"AV. AGUANAMBI [N-S]","2021-06",36552
"16541","01385409",-38.607351,-3.810087,"AV. GEN. OSORIO DE PAIVA [N-S]","2021-06",13877
"16542","01385413",-38.448492,-3.750762,"AV. DIOGUINHO [N-S]","2021-06",7493
"16543","01385414",-38.448427,-3.750734,"AV. DIOGUINHO [S-N]","2021-06",6425
"16544","01385415",-38.453388,-3.741638,"AV. DIOGUINHO [N-S]","2021-06",6260
"16545","01385416",-38.453313,-3.741603,"AV. DIOGUINHO [S-N]","2021-06",5935
"16546","01385419",-38.563283,-3.709892,"AV. PRES. CASTELO BRANCO [L-O]","2021-06",18948
"16547","01385420",-38.498529,-3.736187,"AV. SANTOS DUMONT [O-L]","2021-06",11902
"16548","01385422",-38.546774,-3.761178,"R. ALBERTO MAGNO [N-S]","2021-06",11748
"16549","01385423",-38.546725,-3.761176,"R. ALBERTO MAGNO [N-S]","2021-06",16
"16550","01385424",-38.498744,-3.736155,"AV. SANTOS DUMONT [O-L]","2021-06",1712
"16551","01385435",-38.598293,-3.800721,"AV. GEN. OSORIO DE PAIVA [N-S]","2021-06",8128
"16552","01385436",-38.598291,-3.801,"AV. GEN. OSORIO DE PAIVA [S-N]","2021-06",9617
"16553","01385439",-38.587023,-3.766074,"R. PROF. HERIBALDO COSTA [S-N]","2021-06",13364
"16554","01385446",-38.582774,-3.784284,"AV. AUGUSTO DOS ANJOS [N-S]","2021-06",7697
"16555","01385447",-38.583063,-3.7847,"AV. AUGUSTO DOS ANJOS [S-N]","2021-06",12010
"16556","AT007",-38.544827,-3.715037,"AV. PRES. CASTELO BRANCO [O-L]","2021-06",17176
"16557","AT009",-38.540095,-3.716938,"AV. PRES. CASTELO BRANCO [L-O]","2021-06",17933
"16558","AT015",-38.566565,-3.785408,"AV. GODOFREDO MACIEL [N-S]","2021-06",17415
"16559","AT037",-38.568336,-3.724721,"AV. DR. THEBERGE [N-S]","2021-06",16263
"16560","AT045",-38.594135,-3.796434,"AV. GEN. OSORIO DE PAIVA [N-S]","2021-06",25767
"16561","AT046",-38.593981,-3.796534,"AV. GEN. OSORIO DE PAIVA [S-N]","2021-06",28437
"16562","AT077",-38.568388,-3.792774,"AV. GODOFREDO MACIEL [N-S]","2021-06",19321
"16563","AT078",-38.568083,-3.792658,"AV. GODOFREDO MACIEL [S-N]","2021-06",13886
"16564","AT087",-38.560894,-3.75726,"AV. AMERICO BARREIRA [L-O]","2021-06",18214
"16565","AT089",-38.573536,-3.808346,"AV. GODOFREDO MACIEL [S-N]","2021-06",19909
"16566","AT090",-38.591307,-3.757267,"AV. SEN. FERNANDES TAVORA [L-O]","2021-06",10151
"16567","AT092",-38.5471,-3.737874,"AV. JOVITA FEITOSA [L-O]","2021-06",17132
"16568","AT095",-38.544828,-3.715092,"AV. PRES. CASTELO BRANCO [O-L]","2021-06",13466
"16569","AT096",-38.540064,-3.716904,"AV. PRES. CASTELO BRANCO [L-O]","2021-06",13174
"16570","AT200",-38.561371,-3.747916,"AV. ENG. HUMBERTO MONTE [L-O]","2021-06",8443
"16571","AT208",-38.546516,-3.749166,"AV. JOAO PESSOA [S-N]","2021-06",14525
"16572","AT217",-38.559904,-3.74059,"AV. JOVITA FEITOSA [O-L]","2021-06",12670
"16573","AT233",-38.544203,-3.734519,"AV. JOSE JATAHY [S-N]","2021-06",14165
"16574","AT235",-38.581439,-3.70286,"AV. PRES. CASTELO BRANCO [L-O]","2021-06",15501
"16575","AT236",-38.582784,-3.702366,"AV. PRES. CASTELO BRANCO [O-L]","2021-06",14893
"16576","AT237",-38.552844,-3.739093,"AV. JOVITA FEITOSA [L-O]","2021-06",16010
"16577","AT238",-38.55356,-3.739296,"AV. JOVITA FEITOSA [O-L]","2021-06",14121
"16578","AT239",-38.532628,-3.795444,"AV. DR. SILAS MUNGUBA [L-O]","2021-06",16979
"16579","AT240",-38.566612,-3.817215,"AV. PRES. COSTA E SILVA [O-L]","2021-06",22866
"16580","AT241",-38.581619,-3.785279,"AV. GEN. OSORIO DE PAIVA [S-N]","2021-06",15395
"16581","AT242",-38.581698,-3.785148,"AV. GEN. OSORIO DE PAIVA [N-S]","2021-06",15780
"16582","AT500",-38.498193,-3.744971,"R. BENI DE CARVALHO [L-O]","2021-06",1159
"16583","AT501",-38.499248,-3.744626,"R. BENI DE CARVALHO [L-O]","2021-06",375
"16584","AT502",-38.500325,-3.74426,"R. BENI DE CARVALHO [L-O]","2021-06",936
"16585","AT503",-38.501535,-3.743869,"R. PADRE VALDEVINO [L-O]","2021-06",382
"16586","AT504",-38.502254,-3.743631,"R. PADRE VALDEVINO [L-O]","2021-06",570
"16587","AT505",-38.503149,-3.743421,"R. PADRE VALDEVINO [L-O]","2021-06",468
"16588","AT506",-38.504192,-3.743093,"R. PADRE VALDEVINO [L-O]","2021-06",700
"16589","AT909",-38.547137,-3.720801,"AV. FRANCISCO SA [O-L]","2021-06",288
"16590","AT915",-38.545859,-3.748361,"AV. JOAO PESSOA [N-S]","2021-06",766
"16591","FS001",-38.552155,-3.800794,"AV. BERNARDO MANUEL [N-S]","2021-06",15205
"16592","FS003",-38.549173,-3.791091,"AV. BERNARDO MANUEL [N-S]","2021-06",15230
"16593","FS033",-38.532836,-3.818065,"AV. JUSCELINO KUBITSCHEK [S-N]","2021-06",6964
"16594","FS063",-38.521031,-3.802721,"AV. ALBERTO CRAVEIRO [S-N]","2021-06",12635
"16595","FS069",-38.521161,-3.802603,"AV. ALBERTO CRAVEIRO [N-S]","2021-06",16812
