"","SITIO","LONG","LAT","VIA_SENTIDO","DATA","VMD"
"1","01385016",-38.572696,-3.712192,"AV. FRANCISCO SA [O-L]","2017-01",8765
"2","01385017",-38.572683,-3.712145,"AV. FRANCISCO SA [L-O]","2017-01",9357
"3","01385028",-38.61573,-3.818608,"AV. GEN. OSORIO DE PAIVA [N-S]","2017-01",16558
"4","01385029",-38.6156,-3.818744,"AV. GEN. OSORIO DE PAIVA [S-N]","2017-01",15843
"5","01385030",-38.57474,-3.811549,"AV. GODOFREDO MACIEL [N-S]","2017-01",19433
"6","01385031",-38.574566,-3.811758,"AV. PRES. COSTA E SILVA [L-O]","2017-01",21328
"7","01385033",-38.578873,-3.704057,"AV. PRES. CASTELO BRANCO [L-O]","2017-01",15632
"8","01385034",-38.579171,-3.704055,"AV. PRES. CASTELO BRANCO [O-L]","2017-01",16611
"9","01385035",-38.558757,-3.716957,"AV. FRANCISCO SA [O-L]","2017-01",10403
"10","01385036",-38.558746,-3.716919,"AV. FRANCISCO SA [L-O]","2017-01",9515
"11","01385039",-38.560483,-3.716327,"AV. FRANCISCO SA [L-O]","2017-01",7912
"12","01385040",-38.560716,-3.716298,"AV. FRANCISCO SA [O-L]","2017-01",7626
"13","01385041",-38.559209,-3.711123,"AV. PRES. CASTELO BRANCO [O-L]","2017-01",18556
"14","01385042",-38.558674,-3.711175,"AV. PRES. CASTELO BRANCO [L-O]","2017-01",21809
"15","01385048",-38.58424,-3.733952,"AV. DEMETRIO MENEZES [S-N]","2017-01",16083
"16","01385049",-38.584358,-3.733793,"AV. DEMETRIO MENEZES [N-S]","2017-01",16287
"17","01385050",-38.574229,-3.706097,"AV. PRES. CASTELO BRANCO [L-O]","2017-01",19862
"18","01385051",-38.57463,-3.706133,"AV. PRES. CASTELO BRANCO [O-L]","2017-01",21031
"19","01385052",-38.560973,-3.735021,"AV. BEZERRA DE MENEZES [O-L]","2017-01",19400
"20","01385053",-38.560486,-3.734759,"AV. BEZERRA DE MENEZES [L-O]","2017-01",17094
"21","01385054",-38.548416,-3.732444,"AV. BEZERRA DE MENEZES [O-L]","2017-01",23459
"22","01385060",-38.538444,-3.728982,"AV. DUQUE DE CAXIAS [L-O]","2017-01",13246
"23","01385061",-38.538624,-3.729,"AV. DUQUE DE CAXIAS [O-L]","2017-01",6933
"24","01385062",-38.521236,-3.828651,"AV. JORNALISTA THOMAZ COELHO [L-O]","2017-01",17030
"25","01385069",-38.55548,-3.755081,"AV. JOSE BASTOS [S-N]","2017-01",22806
"26","01385070",-38.555399,-3.754849,"AV. JOSE BASTOS [N-S]","2017-01",31637
"27","01385071",-38.546687,-3.761092,"R. ALBERTO MAGNO [N-S]","2017-01",20281
"28","01385072",-38.587825,-3.717609,"AV. CORONEL CARVALHO [S-N]","2017-01",10023
"29","01385074",-38.569601,-3.707902,"AV. PRES. CASTELO BRANCO [L-O]","2017-01",23877
"30","01385075",-38.569663,-3.708012,"AV. PRES. CASTELO BRANCO [O-L]","2017-01",24289
"31","01385076",-38.598054,-3.791591,"R. OSCAR ARARIPE [L-O]","2017-01",8095
"32","01385089",-38.536539,-3.734858,"AV. DOMINGOS OLIMPIO [L-O]","2017-01",18396
"33","01385096",-38.553585,-3.757064,"AV. JOAO PESSOA [S-N]","2017-01",22046
"34","01385097",-38.535967,-3.731938,"R. METON DE ALENCAR [O-L]","2017-01",9903
"35","01385098",-38.535852,-3.731906,"AV. DO IMPERADOR [N-S]","2017-01",15776
"36","01385103",-38.530021,-3.73179,"AV. DUQUE DE CAXIAS [O-L]","2017-01",10576
"37","01385104",-38.529821,-3.73178,"AV. DUQUE DE CAXIAS [L-O]","2017-01",12044
"38","01385105",-38.564167,-3.760223,"AV. JOSE BASTOS [S-N]","2017-01",25170
"39","01385107",-38.499864,-3.79707,"AV. OLIVEIRA PAIVA [L-O]","2017-01",21441
"40","01385108",-38.49986,-3.797262,"AV. DESEMBARGADOR GONZAGA [S-N]","2017-01",16703
"41","01385109",-38.508849,-3.741727,"AV. BARAO DE STUDART [S-N]","2017-01",12724
"42","01385110",-38.508768,-3.741667,"R. PADRE VALDEVINO [L-O]","2017-01",14067
"43","01385113",-38.535179,-3.730051,"AV. DUQUE DE CAXIAS [L-O]","2017-01",12152
"44","01385115",-38.495486,-3.727469,"AV. DESEMBARGADOR MOREIRA [S-N]","2017-01",7973
"45","01385116",-38.495594,-3.727367,"AV. DA ABOLICAO [O-L]","2017-01",26871
"46","01385117",-38.495233,-3.727249,"AV. DA ABOLICAO [L-O]","2017-01",23270
"47","01385118",-38.586189,-3.723891,"AV. CORONEL CARVALHO [S-N]","2017-01",13541
"48","01385119",-38.58634,-3.72368,"AV. CORONEL CARVALHO [N-S]","2017-01",10250
"49","01385124",-38.538968,-3.741061,"AV. 13 DE MAIO [L-O]","2017-01",17294
"50","01385125",-38.539239,-3.741124,"AV. DA UNIVERSIDADE [S-N]","2017-01",20492
"51","01385126",-38.539245,-3.740923,"AV. 13 DE MAIO [O-L]","2017-01",16480
"52","01385129",-38.520404,-3.7535,"AV. PONTES VIEIRA [L-O]","2017-01",23052
"53","01385131",-38.564232,-3.735429,"AV. OLAVO BILAC [N-S]","2017-01",8057
"54","01385134",-38.5848,-3.748486,"AV. CORONEL MATOS DOURADO [N-S]","2017-01",20070
"55","01385148",-38.496523,-3.747202,"AV. SEN. VIRGILIO TAVORA [N-S]","2017-01",11520
"56","01385149",-38.509467,-3.743262,"AV. ANTONIO SALES [O-L]","2017-01",22933
"57","01385150",-38.509382,-3.743206,"AV. BARAO DE STUDART [N-S]","2017-01",7874
"58","01385151",-38.50151,-3.745728,"AV. ANTONIO SALES [O-L]","2017-01",24805
"59","01385152",-38.501417,-3.74566,"AV. DESEMBARGADOR MOREIRA [N-S]","2017-01",12022
"60","01385153",-38.564686,-3.779666,"AV. GODOFREDO MACIEL [S-N]","2017-01",18506
"61","01385160",-38.482927,-3.737105,"AV. ENG. SANTANA JUNIOR [S-N]","2017-01",13403
"62","01385161",-38.482903,-3.736886,"AV. ENG. SANTANA JUNIOR [N-S]","2017-01",7556
"63","01385162",-38.517673,-3.793571,"AV. ALBERTO CRAVEIRO [S-N]","2017-01",18721
"64","01385163",-38.517806,-3.793152,"AV. ALBERTO CRAVEIRO [N-S]","2017-01",23047
"65","01385164",-38.549223,-3.748865,"AV. JOSE BASTOS [S-N]","2017-01",21089
"66","01385165",-38.508514,-3.732927,"AV. SANTOS DUMONT [O-L]","2017-01",16171
"67","01385166",-38.499493,-3.740187,"AV. PADRE ANTONIO TOMA¡S [L-O]","2017-01",19313
"68","01385167",-38.532341,-3.758062,"AV. BORGES DE MELO [O-L]","2017-01",16830
"69","01385169",-38.566742,-3.78746,"AV. GODOFREDO MACIEL [S-N]","2017-01",25646
"70","01385178",-38.584662,-3.74848,"AV. CORONEL MATOS DOURADO [S-N]","2017-01",20298
"71","01385179",-38.604918,-3.807571,"AV. GEN. OSORIO DE PAIVA [N-S]","2017-01",17201
"72","01385180",-38.604774,-3.8077,"AV. GEN. OSORIO DE PAIVA [S-N]","2017-01",19736
"73","01385181",-38.477956,-3.742879,"AV. SANTOS DUMONT [O-L]","2017-01",17396
"74","01385183",-38.534894,-3.744532,"AV. 13 DE MAIO [L-O]","2017-01",21632
"75","01385184",-38.496609,-3.747256,"AV. ANTONIO SALES [O-L]","2017-01",23840
"76","01385185",-38.516747,-3.736046,"AV. HERACLITO GRACA [O-L]","2017-01",2095
"77","01385186",-38.536793,-3.750408,"AV. DOS EXPEDICIONARIOS [N-S]","2017-01",12758
"78","01385187",-38.469578,-3.745464,"AV. SANTOS DUMONT [L-O]","2017-01",6753
"79","01385188",-38.489318,-3.726329,"AV. DA ABOLICAO [L-O]","2017-01",25960
"80","01385190",-38.539297,-3.82563,"AV. PRES. COSTA E SILVA [L-O]","2017-01",8333
"81","01385191",-38.539704,-3.825677,"AV. PRES. COSTA E SILVA [O-L]","2017-01",32087
"82","01385192",-38.49571,-3.821242,"AV. FREI CIRILO [N-S]","2017-01",16978
"83","01385194",-38.517025,-3.753098,"AV. PONTES VIEIRA [L-O]","2017-01",6771
"84","01385195",-38.491236,-3.730981,"AV. SEN. VIRGILIO TAVORA [S-N]","2017-01",10502
"85","01385196",-38.53224,-3.719128,"AV. PRES. CASTELO BRANCO [L-O]","2017-01",30864
"86","01385197",-38.532305,-3.719264,"AV. PRES. CASTELO BRANCO [O-L]","2017-01",28432
"87","01385199",-38.520585,-3.727444,"R. COSTA BARROS [L-O]","2017-01",16531
"88","01385200",-38.554858,-3.809822,"AV. BERNARDO MANUEL [N-S]","2017-01",18437
"89","01385201",-38.536983,-3.724058,"R. GUILHERME ROCHA [L-O]","2017-01",5733
"90","01385202",-38.538705,-3.749729,"R. JORGE DUMMAR [S-N]","2017-01",12399
"91","01385203",-38.495128,-3.822346,"AV. FREI CIRILO [S-N]","2017-01",11980
"92","01385205",-38.584514,-3.732821,"R. DEMETRIO MENEZES [N-S]","2017-01",15374
"93","01385206",-38.584355,-3.732983,"R. DEMETRIO MENEZES [S-N]","2017-01",16914
"94","01385207",-38.534347,-3.735715,"AV. DA UNIVERSIDADE [S-N]","2017-01",18886
"95","01385210",-38.571247,-3.800637,"AV. GODOFREDO MACIEL [N-S]","2017-01",19990
"96","01385211",-38.571975,-3.803436,"AV. GODOFREDO MACIEL [S-N]","2017-01",22023
"97","01385212",-38.519754,-3.723547,"AV. PRES. CASTELO BRANCO [O-L]","2017-01",17388
"98","01385213",-38.546087,-3.781542,"AV. BERNARDO MANUEL [S-N]","2017-01",23315
"99","01385220",-38.50637,-3.726773,"R. DEPUTADO MOREIRA DA ROCHA [L-O]","2017-01",14384
"100","01385223",-38.576158,-3.776693,"AV. AUGUSTO DOS ANJOS [N-S]","2017-01",12790
"101","01385224",-38.57624,-3.776856,"AV. AUGUSTO DOS ANJOS [S-N]","2017-01",13090
"102","01385225",-38.530582,-3.754188,"AV. EDUARDO GIRAO [L-O]","2017-01",14425
"103","01385226",-38.573816,-3.81213,"AV. PRES. COSTA E SILVA [O-L]","2017-01",8806
"104","01385227",-38.55143,-3.785855,"AV. DR. SILAS MUNGUBA [O-L]","2017-01",18213
"105","01385228",-38.551204,-3.7858,"AV. DR. SILAS MUNGUBA [L-O]","2017-01",21156
"106","01385230",-38.548109,-3.787492,"AV. DR. SILAS MUNGUBA [O-L]","2017-01",21171
"107","01385231",-38.547791,-3.787607,"AV. DR. SILAS MUNGUBA [L-O]","2017-01",22027
"108","01385232",-38.561966,-3.777322,"AV. DR. SILAS MUNGUBA [L-O]","2017-01",21353
"109","01385233",-38.495635,-3.821213,"AV. FREI CIRILO [S-N]","2017-01",14815
"110","01385234",-38.542151,-3.744266,"AV. DA UNIVERSIDADE [S-N]","2017-01",19535
"111","01385235",-38.530124,-3.814066,"AV. JUSCELINO KUBITSCHEK [N-S]","2017-01",21650
"112","01385236",-38.529993,-3.814175,"AV. JUSCELINO KUBITSCHEK [S-N]","2017-01",21777
"113","01385237",-38.549178,-3.748622,"AV. JOSE BASTOS [N-S]","2017-01",28523
"114","01385238",-38.498636,-3.736147,"AV. SANTOS DUMONT [O-L]","2017-01",22541
"115","01385239",-38.498368,-3.736112,"AV. DESEMBARGADOR MOREIRA [N-S]","2017-01",8133
"116","01385240",-38.493561,-3.737791,"AV. SANTOS DUMONT [O-L]","2017-01",26362
"117","01385241",-38.49348,-3.737728,"AV. SEN. VIRGILIO TAVORA [N-S]","2017-01",10221
"118","01385242",-38.492518,-3.734947,"AV. SEN. VIRGILIO TAVORA [S-N]","2017-01",11448
"119","01385243",-38.492422,-3.734861,"AV. DOM LUIS [L-O]","2017-01",37953
"120","01385244",-38.486929,-3.735896,"AV. JULIO ABREU [L-O]","2017-01",31300
"121","01385245",-38.475104,-3.743687,"AV. SANTOS DUMONT [L-O]","2017-01",10464
"122","01385246",-38.502774,-3.734858,"AV. SANTOS DUMONT [O-L]","2017-01",3048
"123","01385247",-38.501806,-3.735167,"AV. SANTOS DUMONT [O-L]","2017-01",1805
"124","01385248",-38.500803,-3.735494,"AV. SANTOS DUMONT [O-L]","2017-01",3045
"125","01385249",-38.499902,-3.735787,"AV. SANTOS DUMONT [O-L]","2017-01",2281
"126","01385250",-38.498818,-3.736137,"AV. SANTOS DUMONT [O-L]","2017-01",3097
"127","01385251",-38.497831,-3.736464,"AV. SANTOS DUMONT [O-L]","2017-01",2619
"128","01385252",-38.496983,-3.736738,"AV. SANTOS DUMONT [O-L]","2017-01",1623
"129","01385253",-38.495918,-3.737083,"AV. SANTOS DUMONT [O-L]","2017-01",2494
"130","01385254",-38.494942,-3.7374,"AV. SANTOS DUMONT [O-L]","2017-01",1918
"131","01385255",-38.493956,-3.737724,"AV. SANTOS DUMONT [O-L]","2017-01",2815
"132","01385256",-38.493031,-3.738022,"AV. SANTOS DUMONT [O-L]","2017-01",1570
"133","01385257",-38.492078,-3.738331,"AV. SANTOS DUMONT [O-L]","2017-01",4130
"134","01385258",-38.491094,-3.738651,"AV. SANTOS DUMONT [O-L]","2017-01",1821
"135","01385259",-38.490138,-3.738949,"AV. SANTOS DUMONT [O-L]","2017-01",1877
"136","01385261",-38.486384,-3.735816,"AV. JULIO ABREU [L-O]","2017-01",2344
"137","01385262",-38.487645,-3.735865,"AV. JULIO ABREU [L-O]","2017-01",2582
"138","01385264",-38.488919,-3.735922,"AV. DOM LUIS [L-O]","2017-01",5048
"139","01385265",-38.48997,-3.735615,"AV. DOM LUIS [L-O]","2017-01",2322
"140","01385266",-38.491024,-3.735272,"AV. DOM LUIS [L-O]","2017-01",2665
"141","01385267",-38.491864,-3.735,"AV. DOM LUIS [L-O]","2017-01",4545
"142","01385268",-38.492929,-3.73465,"AV. DOM LUIS [L-O]","2017-01",4203
"143","01385269",-38.494023,-3.734294,"AV. DOM LUIS [L-O]","2017-01",2328
"144","01385270",-38.494939,-3.733991,"AV. DOM LUIS [L-O]","2017-01",2772
"145","01385271",-38.495974,-3.733667,"AV. DOM LUIS [L-O]","2017-01",2593
"146","01385272",-38.496625,-3.733451,"AV. DOM LUIS [L-O]","2017-01",3990
"147","01385274",-38.498914,-3.732732,"AV. DOM LUIS [L-O]","2017-01",2098
"148","01385275",-38.499817,-3.732432,"AV. DOM LUIS [L-O]","2017-01",3042
"149","01385276",-38.500791,-3.732118,"AV. DOM LUIS [L-O]","2017-01",3133
"150","01385277",-38.475231,-3.743753,"AV. SANTOS DUMONT [O-L]","2017-01",18442
"151","01385278",-38.524084,-3.738699,"AV. DOMINGOS OLIMPIO [O-L]","2017-01",3311
"152","01385279",-38.522906,-3.738964,"AV. ANTONIO SALES [O-L]","2017-01",2781
"153","01385280",-38.521941,-3.739377,"AV. ANTONIO SALES [O-L]","2017-01",3096
"154","01385281",-38.520982,-3.739687,"AV. ANTONIO SALES [O-L]","2017-01",2358
"155","01385282",-38.519853,-3.740053,"AV. ANTONIO SALES [O-L]","2017-01",3517
"156","01385283",-38.51869,-3.740422,"AV. ANTONIO SALES [O-L]","2017-01",2581
"157","01385284",-38.51768,-3.740739,"AV. ANTONIO SALES [O-L]","2017-01",2646
"158","01385285",-38.516653,-3.741056,"AV. ANTONIO SALES [O-L]","2017-01",3040
"159","01385286",-38.515458,-3.741431,"AV. ANTONIO SALES [O-L]","2017-01",2604
"160","01385287",-38.514569,-3.741701,"AV. ANTONIO SALES [O-L]","2017-01",2507
"161","01385288",-38.513511,-3.742046,"AV. ANTONIO SALES [O-L]","2017-01",2833
"162","01385289",-38.512265,-3.742433,"AV. ANTONIO SALES [O-L]","2017-01",4306
"163","01385290",-38.511274,-3.742736,"AV. ANTONIO SALES [O-L]","2017-01",2552
"164","01385291",-38.509885,-3.743173,"AV. ANTONIO SALES [O-L]","2017-01",2970
"165","01385293",-38.508084,-3.743731,"AV. ANTONIO SALES [O-L]","2017-01",2804
"166","01385294",-38.506864,-3.744104,"AV. ANTONIO SALES [O-L]","2017-01",2584
"167","01385295",-38.50588,-3.744415,"AV. ANTONIO SALES [O-L]","2017-01",2744
"168","01385296",-38.504961,-3.744693,"AV. ANTONIO SALES [O-L]","2017-01",2312
"169","01385297",-38.504103,-3.744953,"AV. ANTONIO SALES [O-L]","2017-01",3000
"170","01385298",-38.503105,-3.745266,"AV. ANTONIO SALES [O-L]","2017-01",2167
"171","01385299",-38.501998,-3.745609,"AV. ANTONIO SALES [O-L]","2017-01",2949
"172","01385300",-38.501051,-3.745896,"AV. ANTONIO SALES [O-L]","2017-01",2301
"173","01385301",-38.500101,-3.746194,"AV. ANTONIO SALES [O-L]","2017-01",1444
"174","01385302",-38.499037,-3.746531,"AV. ANTONIO SALES [O-L]","2017-01",2276
"175","01385303",-38.498261,-3.746774,"AV. ANTONIO SALES [O-L]","2017-01",1736
"176","01385304",-38.497093,-3.747146,"AV. ANTONIO SALES [O-L]","2017-01",2048
"177","01385305",-38.496091,-3.747451,"AV. ANTONIO SALES [O-L]","2017-01",2162
"178","01385306",-38.494954,-3.747803,"AV. ANTONIO SALES [O-L]","2017-01",1900
"179","01385307",-38.500358,-3.751227,"AV. PONTES VIEIRA [O-L]","2017-01",9405
"180","01385308",-38.565811,-3.783394,"AV. GODOFREDO MACIEL [S-N]","2017-01",9883
"181","01385309",-38.566393,-3.741886,"AV. JOVITA FEITOSA [L-O]","2017-01",5213
"182","01385310",-38.507666,-3.801952,"AV. DEPUTADO PAULINO ROCHA [N-S]","2017-01",24333
"183","01385311",-38.507536,-3.801976,"AV. DEPUTADO PAULINO ROCHA [S-N]","2017-01",22382
"184","01385312",-38.58887,-3.713771,"AV. CORONEL CARVALHO [N-S]","2017-01",11484
"185","01385313",-38.588719,-3.713993,"AV. CORONEL CARVALHO [S-N]","2017-01",11005
"186","01385315",-38.506831,-3.752163,"R. ISAAC AMARAL [O-L]","2017-01",5604
"187","01385316",-38.539183,-3.749044,"AV. EDUARDO GIRAO [L-O]","2017-01",7281
"188","01385317",-38.540463,-3.747528,"AV. EDUARDO GIRAO [L-O]","2017-01",7184
"189","01385318",-38.536681,-3.750485,"AV. EDUARDO GIRAO [L-O]","2017-01",15087
"190","01385319",-38.536933,-3.750621,"AV. EDUARDO GIRAO [O-L]","2017-01",4476
"191","01385320",-38.532673,-3.752105,"AV. EDUARDO GIRAO [L-O]","2017-01",6431
"192","01385321",-38.53292,-3.752189,"AV. EDUARDO GIRAO [O-L]","2017-01",2335
"193","01385322",-38.588632,-3.780617,"R. VERBENA [N-S]","2017-01",10177
"194","01385323",-38.587373,-3.781825,"R. ANSELMO NOGUEIRA [S-N]","2017-01",15000
"195","01385324",-38.547493,-3.732047,"AV. BEZERRA DE MENEZES [L-O]","2017-01",18639
"196","01385325",-38.513078,-3.775358,"AV. RAUL BARBOSA [N-S]","2017-01",38810
"197","01385326",-38.512982,-3.775509,"AV. RAUL BARBOSA [S-N]","2017-01",36269
"198","01385327",-38.566303,-3.736121,"AV. BEZERRA DE MENEZES [O-L]","2017-01",24423
"199","01385328",-38.566239,-3.735916,"AV. BEZERRA DE MENEZES [L-O]","2017-01",30581
"200","01385331",-38.552885,-3.749268,"R. PROFESSOR COSTA MENDES [L-O]","2017-01",11811
"201","01385332",-38.505251,-3.723625,"AV. HIST. RAIMUNDO GIRAO [L-O]","2017-01",28695
"202","01385333",-38.509437,-3.721652,"AV. HIST. RAIMUNDO GIRAO [L-O]","2017-01",22412
"203","01385334",-38.509774,-3.721552,"AV. HIST. RAIMUNDO GIRAO [O-L]","2017-01",11431
"204","01385335",-38.503886,-3.724717,"AV. MONSENHOR TABOSA [O-L]","2017-01",3712
"205","01385336",-38.502936,-3.725027,"AV. ABOLICAO [O-L]","2017-01",2227
"206","01385337",-38.501953,-3.725332,"AV. ABOLICAO [O-L]","2017-01",2523
"207","01385338",-38.493671,-3.727145,"AV. ABOLICAO [O-L]","2017-01",1194
"208","01385339",-38.492692,-3.726996,"AV. ABOLICAO [O-L]","2017-01",2370
"209","01385340",-38.491931,-3.72687,"AV. ABOLICAO [O-L]","2017-01",2114
"210","01385341",-38.493772,-3.727008,"AV. ABOLICAO [L-O]","2017-01",3200
"211","01385342",-38.494575,-3.727134,"AV. ABOLICAO [L-O]","2017-01",3537
"212","01385343",-38.495683,-3.727192,"AV. ABOLICAO [L-O]","2017-01",3180
"213","01385346",-38.519576,-3.810052,"AV. DEPUTADO PAULINO ROCHA [L-O]","2017-01",23419
"214","01385347",-38.497803,-3.750927,"AV. PONTES VIEIRA [O-L]","2017-01",17423
"215","01385348",-38.58257,-3.753239,"AV. CORONEL MATOS DOURADO [S-N]","2017-01",13601
"216","01385349",-38.564636,-3.779231,"AV. GODOFREDO MACIEL [N-S]","2017-01",13936
"217","01385802",-38.46536,-3.71893,"AV. JOSE SABOIA [S-N]","2017-01",6536
"218","01385803",-38.465363,-3.719137,"AV. JOSE SABOIA [N-S]","2017-01",7110
"219","01385821",-38.493627,-3.832778,"R. JOSE HIPOLITO [O-L]","2017-01",22285
"220","01385822",-38.493205,-3.831745,"R. MANUEL CASTELO BRANCO [L-O]","2017-01",13993
"221","01385825",-38.502614,-3.831701,"AV. JORNALISTA THOMAZ COELHO [L-O]","2017-01",26916
"222","AT007",-38.544827,-3.715037,"AV. PRES. CASTELO BRANCO [O-L]","2017-01",18186
"223","AT009",-38.540095,-3.716938,"AV. PRES. CASTELO BRANCO [L-O]","2017-01",11216
"224","AT015",-38.566565,-3.785408,"AV. GODOFREDO MACIEL [N-S]","2017-01",16655
"225","AT018",-38.587694,-3.800395,"R. CONEGO DE CASTRO [N-S]","2017-01",22996
"226","AT037",-38.568336,-3.724721,"AV. DR. THEBERGE [N-S]","2017-01",16487
"227","AT041",-38.568629,-3.815838,"AV. PRES. COSTA E SILVA [O-L]","2017-01",25278
"228","AT042",-38.586833,-3.793013,"R. RAIMUNDO NERI [S-N]","2017-01",26563
"229","AT043",-38.580287,-3.784293,"AV. GEN. OSORIO DE PAIVA [N-S]","2017-01",15779
"230","AT044",-38.580692,-3.784699,"AV. GEN. OSORIO DE PAIVA [S-N]","2017-01",9791
"231","AT045",-38.594135,-3.796434,"AV. GEN. OSORIO DE PAIVA [N-S]","2017-01",25282
"232","AT046",-38.593981,-3.796534,"AV. GEN. OSORIO DE PAIVA [S-N]","2017-01",25187
"233","AT061",-38.59141,-3.703795,"AV. CORONEL CARVALHO [S-N]","2017-01",9685
"234","AT067",-38.585624,-3.700904,"AV. PRES. CASTELO BRANCO [L-O]","2017-01",10311
"235","AT068",-38.586042,-3.700809,"AV. PRES. CASTELO BRANCO [O-L]","2017-01",10545
"236","AT076",-38.57364,-3.808324,"AV. GODOFREDO MACIEL [N-S]","2017-01",23105
"237","AT077",-38.568388,-3.792774,"AV. GODOFREDO MACIEL [N-S]","2017-01",25090
"238","AT078",-38.568083,-3.792658,"AV. GODOFREDO MACIEL [S-N]","2017-01",23335
"239","AT079",-38.585246,-3.74195,"AV. CORONEL MATOS DOURADO [N-S]","2017-01",9534
"240","AT080",-38.584999,-3.741925,"AV. CORONEL MATOS DOURADO [S-N]","2017-01",8290
"241","AT087",-38.560894,-3.75726,"AV. AMERICO BARREIRA [L-O]","2017-01",29320
"242","AT089",-38.573536,-3.808346,"AV. GODOFREDO MACIEL [S-N]","2017-01",14121
"243","AT090",-38.591307,-3.757267,"AV. SEN. FERNANDES TAVORA [L-O]","2017-01",11071
"244","AT092",-38.5471,-3.737874,"AV. JOVITA FEITOSA [L-O]","2017-01",21110
"245","AT095",-38.544828,-3.715092,"AV. PRES. CASTELO BRANCO [O-L]","2017-01",8875
"246","AT096",-38.540064,-3.716904,"AV. PRES. CASTELO BRANCO [L-O]","2017-01",12553
"247","AT097",-38.585192,-3.741946,"AV. CORONEL MATOS DOURADO [N-S]","2017-01",15839
"248","AT200",-38.561371,-3.747916,"AV. ENG. HUMBERTO MONTE [L-O]","2017-01",11637
"249","AT201",-38.561986,-3.747442,"AV. ENG. HUMBERTO MONTE [O-L]","2017-01",17220
"250","AT204",-38.472275,-3.788776,"AV. EDILSON BRASIL SOARES [O-L]","2017-01",10118
"251","AT205",-38.470415,-3.788552,"AV. EDILSON BRASIL SOARES [L-O]","2017-01",2075
"252","AT206",-38.529332,-3.762573,"R. VIA LACTEA [S-N]","2017-01",23032
"253","AT207",-38.557779,-3.762351,"AV. JOAO PESSOA [S-N]","2017-01",23636
"254","AT208",-38.546516,-3.749166,"AV. JOAO PESSOA [S-N]","2017-01",20396
"255","AT209",-38.480511,-3.726927,"AV. ALM. HENRIQUE SABOIA [N-S]","2017-01",12001
"256","AT210",-38.481023,-3.729669,"AV. ALM. HENRIQUE SABOIA [S-N]","2017-01",7028
"257","AT211",-38.531851,-3.753225,"AV. EDUARDO GIRAO [O-L]","2017-01",6546
"258","AT212",-38.494466,-3.844235,"AV. PE. PEDRO DE ALENCAR [N-S]","2017-01",14275
"259","AT213",-38.494465,-3.845733,"AV. PE. PEDRO DE ALENCAR [S-N]","2017-01",15424
"260","AT214",-38.473656,-3.747737,"R. ANDRADE FURTADO [O-L]","2017-01",14371
"261","AT215",-38.59174,-3.757111,"AV. SEN. FERNANDES TAVORA [O-L]","2017-01",10732
"262","AT216",-38.559525,-3.740433,"AV. JOVITA FEITOSA [L-O]","2017-01",17233
"263","AT217",-38.559904,-3.74059,"AV. JOVITA FEITOSA [O-L]","2017-01",15037
"264","AT219",-38.552374,-3.751792,"AV. JOSE BASTOS [N-S]","2017-01",31816
"265","AT220",-38.551855,-3.780657,"R. DR. JUSTA ARAUJO [S-N]","2017-01",9133
"266","AT221",-38.5525,-3.780352,"R. GOV. JOAO CARLOS [N-S]","2017-01",11025
"267","AT223",-38.57063,-3.785863,"R. NEREU RAMOS [O-L]","2017-01",16510
"268","AT224",-38.593695,-3.779231,"R. VITAL BRASIL [L-O]","2017-01",17639
"269","AT225",-38.58457,-3.782563,"R. EMILIO DE MENEZES [O-L]","2017-01",9037
"270","AT226",-38.472159,-3.734897,"R. FAUSTO CABRAL [L-O]","2017-01",11194
"271","AT227",-38.484494,-3.734861,"AV. ALM. HENRIQUE SABOIA [N-S]","2017-01",9163
"272","AT228",-38.589993,-3.767931,"R. VITORIA [N-S]","2017-01",10472
"273","AT229",-38.50178,-3.753262,"AV. ALM. HENRIQUE SABOIA [S-N]","2017-01",22382
"274","AT230",-38.495273,-3.726065,"AV. BEIRA MAR [O-L]","2017-01",9115
"275","AT231",-38.481427,-3.801892,"R. CRISANTO MOREIRA DA ROCHA [S-N]","2017-01",4902
"276","AT232",-38.481376,-3.80136,"R. CRISANTO MOREIRA DA ROCHA [N-S]","2017-01",6768
"277","AT909",-38.547137,-3.720801,"AV. FRANCISCO SA [O-L]","2017-01",595
"278","AT911",-38.540012,-3.72981,"R. PE. IBIAPINA [S-N]","2017-01",1797
"279","FS001",-38.552155,-3.800794,"AV. BERNARDO MANUEL [N-S]","2017-01",17069
"280","FS002",-38.553509,-3.805737,"AV. BERNARDO MANUEL [S-N]","2017-01",22012
"281","FS003",-38.549173,-3.791091,"AV. BERNARDO MANUEL [N-S]","2017-01",18250
"282","FS004",-38.550542,-3.79593,"AV. BERNARDO MANUEL [S-N]","2017-01",18620
"283","FS005",-38.533133,-3.828078,"AV. PRES. COSTA E SILVA [L-O]","2017-01",17787
"284","FS006",-38.533314,-3.828216,"AV. PRES. COSTA E SILVA [O-L]","2017-01",15478
"285","FS010",-38.491527,-3.746641,"AV. ALM. HENRIQUE SABOIA [S-N]","2017-01",18639
"286","FS021",-38.510377,-3.811223,"AV. DEPUTADO PAULINO ROCHA [L-O]","2017-01",18393
"287","FS022",-38.509765,-3.829864,"AV. JORNALISTA THOMAZ COELHO [O-L]","2017-01",17519
"288","FS023",-38.509656,-3.829778,"AV. JORNALISTA THOMAZ COELHO [L-O]","2017-01",19374
